ID,Domain,Phylum,Class,Order,Family,Genus,Species
924702001967ac5a2db0768899e58718,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,uncultured bacterium
39622f8944bdbed83fee52d4b261d88b,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
3ba38265b00e348ff2e5f993743ced80,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured Spirochaetales bacterium
846793cd381c78ae48d953aec61f3655,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
3736373bd4acc17a6e643a921a1ff8ec,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
1aaa43a268533b90262d77e453235de5,Bacteria,Chlamydiae,LD1-PA32,uncultured Clostridiales bacterium,uncultured Clostridiales bacterium,uncultured Clostridiales bacterium,uncultured Clostridiales bacterium
7d237a185fa104d55b869ef16d8b3d32,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
ee4ec26b923756027c364afffe1fc216,Archaea,Euryarchaeota,Thermoplasmata,uncultured,,,
86e2edac7ddd3fbf75cddb09c88be66e,Bacteria,0.9999868883,,,,,
4a2522ab0adde71e9b70313e8a3c79d5,Bacteria,0.9999989094,,,,,
aa09e6a9fa3b10af8ebb2aebfc5ee923,Archaea,Crenarchaeota,Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
cce1ceebdc21c235c9810b5b5d85de6b,Unassigned,0.3743010205,,,,,
136a4aa39592408773cb4ea9749e36ac,Archaea,Asgardaeota,Odinarchaeia,uncultured marine archaeon,uncultured marine archaeon,uncultured marine archaeon,uncultured marine archaeon
2f72c329f499e80f560dbcf59920ef14,Bacteria,Patescibacteria,ABY1,Candidatus Komeilibacteria,marine metagenome,marine metagenome,marine metagenome
f3a912c13ef97d38d6abf612c776ce22,Unassigned,0.9440033312,,,,,
b83e865f124d815ca62cdda3bf17dbce,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,
b6406c238e4bfe1d3b122373045b2480,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
17de990becf981822ab95012aff6f888,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
86b1ab9fb817008b82dbf01c57e9eb9c,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,
cba36090d4ab2d77f80cd8158d45266b,Bacteria,0.9110686948,,,,,
344eb43724a66b7c31d1b1decfb45bce,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),endosymbiont of Ridgeia piscesae,endosymbiont of Ridgeia piscesae,endosymbiont of Ridgeia piscesae
b494128f7567825382f3eb997e5dea20,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
6c9373b89c8231259f88e90ea6630d25,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
54f691c1b0e76ebddbea6a97e700365a,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
3cbcf17268ae71ddc2d34e8876b0c619,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured Phycisphaeraceae bacterium
7f51c8d9022fbb13d4ede5c89d638a58,Archaea,Nanoarchaeaeota,,,,,
ead7e5ed837354c62e33811cf290fb23,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured Spirochaeta sp.
c1aa2bbcfb1b1de3c610f1ba838b1fc5,Archaea,Euryarchaeota,Thermoplasmata,,,,
af24cf7faa2b100ab1ddcdcbab7d7b11,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
7bb9a4d57decd2e14e2852f70392b30a,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,
f55a92b5a7066f7a406eb6a877130d1b,Unassigned,0.4161038521,,,,,
a1c3fbbfcb44c81241fe96de332b32fc,Archaea,0.7525999568,,,,,
78a98175a9c9bc22c9ca03b753775967,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
b827de5cf6aa966aad44a73566eaea1b,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,
6185d2c9b33180ab6e4cca825e3ab267,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,uncultured organism,uncultured organism,uncultured organism
96c30c9c940ebbea7a7a9bfe69f8dcd2,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
5564a2769f114044e2ea7ee4c0aa316f,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
0da0eb7bc7945bda5bf06c79fd3ed225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,uncultured Bacteroidetes bacterium
c2d977337d8bcc0a8a3775148eb058a2,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,,,
db6c8e1ff15b4fcd5ed232f3f8d967bf,Bacteria,Proteobacteria,,,,,
e3a0ab1fa08165f6c658a8922e216be2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,uncultured alpha proteobacterium
406c60debff6732097543ebf597ec630,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,
9b759b7d921f18758fb0996fbbf40b14,Bacteria,Bacteroidetes,Bacteroidia,,,,
cf4798016bd447d5b030cb750a0cc72f,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,uncultured bacterium,uncultured bacterium,uncultured bacterium
569e56d2caf0a68281de6d7a4f61f5b8,Archaea,Nanoarchaeaeota,Nanohaloarchaeia,Aenigmarchaeales,,,
85f433daae4af7ab0317b218237c44ec,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
af80014bf8d3dc01887106f4799f03c1,Bacteria,Planctomycetes,Phycisphaerae,DG-20,uncultured bacterium,uncultured bacterium,uncultured bacterium
8dd68d9cfbe3aaa567e33de90a2e3b82,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SM23-30,uncultured bacterium,uncultured bacterium
aac6ca2af4a46b790cb4c4cf706f6b9e,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
a898be9267dbb1afe2f0b5a55a4adcd4,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
ad615af6cd2cb4a2b0f871a929db7062,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
8ccc92016ad3af2adf3bead7bc7712db,Bacteria,0.9999931452,,,,,
f9acc790a8493208e1eb8d070e84192c,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
42fbc49275aec4cac6d4edfa349cc387,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7,
7783b4f3ff0c65f3623ff0ba3d91c413,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,
c056f0bc7ecc849f0d7565806d1b7eb1,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
82d94db78b5f95a6f89c13d05af0b058,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured Spirochaetes bacterium
a8470fdf3ac59ff4ac9eb54149f9a9e7,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured bacterium,uncultured bacterium
562a1bdc578d30eac78d07a8d23f5867,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
43d1d9d6cfb958fdd9b7516e5259147c,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
7f3f8f32001d1cd32cd0546d0412e750,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium
ffa784a182c1937cefceb4577b361174,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,,,
25fe91085b6e72ab5567604e7ca5439a,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,
60a8d1a46153f44dad55ecb1a3e1bd81,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,
98e894699344e35293030033cf2623c4,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Proboscia inermis,Proboscia inermis,Proboscia inermis
b481730a4915091d2f56c93a29439d27,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
dcdf3c419322c6f805ce3c3693d1330f,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
a2938130663d28345a5bb8313591138b,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium JGI 0000113-D11,Marinimicrobia bacterium JGI 0000113-D11,Marinimicrobia bacterium JGI 0000113-D11,Marinimicrobia bacterium JGI 0000113-D11,Marinimicrobia bacterium JGI 0000113-D11
37cdc20c38f0623cccb9ca93cbdfbc55,Bacteria,Marinimicrobia (SAR406 clade),,,,,
20c43f374fd9c05db9f0bc291d5aa27b,Archaea,Nanoarchaeaeota,Woesearchaeia,metagenome,metagenome,metagenome,metagenome
3955e161f4f56d72cbe2f36a2b982347,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
4449f00826cbc51733b57f741e061d5f,Bacteria,PAUC34f,,,,,
b3ae668bcb611d463cf909112197a0c7,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
d0d319c4dd8dc9c266767fd0aad92602,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
859ab9663ca8fedaca339e8d7e9d462c,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
6c6ac71323e5941d96ec7c5c57a460b7,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,
68a735ca955ff097505f6cd283f93906,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured bacterium,uncultured bacterium
8a06a654a84d0d0f203618bcfcdf88de,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
94eb8beed3a2390bc6f7fb7d2f3ab8a0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
e65ed2290b4162ff974251ac71c9659f,Bacteria,Omnitrophicaeota,,,,,
2707e747da7d65d456c9dcee1ea05c78,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,SM23-31,uncultured bacterium
5653bec71860e4b2e9e9d4fe243e584a,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,
f768f0acf3aaf66506b870ffbd947f94,Bacteria,0.9997702902,,,,,
da1f5a4ef4aef1e674ee631dcfaaff2d,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
3b6cfb6c38cc069d0d19039077a1f6ca,Archaea,Crenarchaeota,Bathyarchaeia,uncultured archaeon CRA9-27cm,uncultured archaeon CRA9-27cm,uncultured archaeon CRA9-27cm,uncultured archaeon CRA9-27cm
0f3f14482aab7c19f622a1124c0e976f,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,
4234218573eb01d2b3f0e9ba3c708ee2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
7dc765429d677e5ef75f7436a6747a14,Bacteria,Planctomycetes,,,,,
f99ad680c3a881775840a362561f4f6a,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
df03c066d6f64c2dbc835935cb85db1f,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,,
0488887a1b568cf98786c75bf6114634,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
e320c2a02df113136f1896880a87631f,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,uncultured organism
1577b61ac648f815fe9673aa3507595c,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
56caa016637d09a2b05fb6c07581ce5f,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium
9cc90f7f16673c82e72d52504925bc9e,Archaea,Nanoarchaeaeota,Nanohaloarchaeia,Aenigmarchaeales,uncultured archaeon,uncultured archaeon,uncultured archaeon
8343399252c88b139623ef0160b1bc69,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,uncultured delta proteobacterium
431e82d1f1afcdb07ca968a8c5ba0ceb,Bacteria,Patescibacteria,Gracilibacteria,marine metagenome,marine metagenome,marine metagenome,marine metagenome
0a43eeaf2911f8d064bfa4ba11a344d5,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
7165fcae21b7cf94bb2e27e0570338d8,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
45f9faf2f673d22560d5e9d67bbab3c2,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
12f7938571655e74756c76f0ba9a2402,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
be10ac14a835ff16afd59f1c25ca2672,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured marine bacterium,uncultured marine bacterium
d4ea6968655e66a2d45836e794a4d47e,Bacteria,0.7825987777,,,,,
5ab632dad4826ec6aca8d9a80cab1b60,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
2df4890d92151d78f585dcd139d2067a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,
b51dd0669aabe7865a1bffeaafd1fc68,Bacteria,Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus,uncultured Magnetococcus sp.
ea63d6777df36535daf2ca64cef69d77,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
55268ae4066235b818ef347d99061059,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
e170d194d8d4a058b2c62ad518d8e542,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,metagenome
b5491286f200a2bb29d3cb68a4965e9b,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured bacterium,uncultured bacterium
a7881624e4fb5a6b847e31aa0a4775fc,Bacteria,Bacteroidetes,Bacteroidia,,,,
d6f580c6878e3b1140f45ceeb2882826,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,
b41b6c2d23ea4b3b246275a86f3ea92d,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
d079212df44b164cc4c3d6bde9c1ee94,Bacteria,Patescibacteria,Gracilibacteria,marine metagenome,marine metagenome,marine metagenome,marine metagenome
88a7f87fbaff73ab7cd668079f13f1d7,Bacteria,Armatimonadetes,DG-56,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
1c0da47ff33fc869dca33460e147d71a,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
92008fae457549c5110cf2be2818aa0d,Unassigned,0.9891710128,,,,,
3c11088aa75d6a6a3b04a75bebb92a42,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
a93d4204aadbe509e46dbed5d6748570,Archaea,Asgardaeota,Odinarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
06d63fb19c8d7872ea5b91d83c1faaab,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7,Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7,Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7,Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7
44f1ea0978ee961ac69cf220b597a324,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,uncultured Caldithrix sp.,uncultured Caldithrix sp.
87f75e6ec96d476170d33991b5abe84f,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured Anaerolineae bacterium,uncultured Anaerolineae bacterium,uncultured Anaerolineae bacterium
a1db0d45802390165cdd8e96680ed165,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,uncultured,uncultured euryarchaeote,uncultured euryarchaeote
a741d5372843c20eb8223acb5ed421c0,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured organism,uncultured organism
647c3aa73ed89904d3e4700540096f37,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
f366bbaf924422f814104295826dc7c4,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SM23-30,uncultured organism,uncultured organism
3ab9bd71a5b2852552daf6e98e4eb307,Bacteria,Spirochaetes,V2072-189E03,,,,
a7a42e6b83fde348a92951435312c8b4,Bacteria,Planctomycetes,,,,,
4bd4c36ed139d594da4037e76a45bb89,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9,Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9,Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9,Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9
d82516962954b4df3a1aa7ec9e38c90e,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
e0b8d49f06409e7d9ba74cd2695d9c59,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured Omnitrophica bacterium
baa67651dbc284496e2694dfc136b631,Bacteria,Planctomycetes,vadinHA49,,,,
eef93eb85c247f47f7481be8d6e98184,Archaea,0.958809869,,,,,
788a895d27e21230119fe860ec250832,Bacteria,Elusimicrobia,Rs-M47,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
18ab9ab791eecdffa80eebf21880e546,Bacteria,Patescibacteria,Gracilibacteria,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium
5ca877b1af67585f653e33c0cfd97593,Bacteria,Planctomycetes,Pla3 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
449efffd46edbe8b7bab2f2d7614c3a3,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
182fbae737f16dcf308dd79f096defe4,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism
5f7a1b35e5a562da479754edcfef8825,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote
c95a691265e2508bbb2cd09649bed797,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,unidentified bacterium wb1_A18,unidentified bacterium wb1_A18,unidentified bacterium wb1_A18,unidentified bacterium wb1_A18
1ea55da5c9b21e2b35c56df60d6443a3,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,,
6fd1678952c80280e7d939faeae9493c,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,
31b80428f849e50c9c68e512bf5fb78b,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
e34e326ba413ff994372d1c8ff476bf7,Unassigned,0.6303567727,,,,,
026e6e8870f25f938c77f22ea18b1aea,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group,
1319a9083bcac2e67ab80990d7eb4d9a,Bacteria,Firmicutes,,,,,
1d0274bf4f4a411bb465f8d5d0a5d5aa,Bacteria,Firmicutes,,,,,
df341af98b16da3159b0d72a8ddf6455,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,uncultured bacterium
164a9543127c7669fd75d5eea4dbf082,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
5f5f00886f8c76839170ae52210d9bb5,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured proteobacterium,uncultured proteobacterium,uncultured proteobacterium
89d67142cc0f0b8fa51578f0a26160f2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55,
90d2f1836f0d69e6a775b8a02c1cb459,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,uncultured bacterium,uncultured bacterium,uncultured bacterium
60d2041b4a81dd7952c16fc53b422ace,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,
94bd94573f657f78eb5d64274dec042e,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Symphothece PCC-7002,uncultured bacterium
3fc39c0283f752bc11ad5221d567d0cb,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured marine bacterium,uncultured marine bacterium
78e37f21eb8645b03484aecbe52b32a2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism
2c387efdca73b83d433d228d21c2793f,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,unidentified marine bacterioplankton
7b4dcea911f2ae3db000285be43d4d32,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
dfa3ff6d7e915ff78fb55b2f9e84159c,Archaea,Crenarchaeota,Bathyarchaeia,,,,
96677c3b12028645fd5bdcb4d37deff7,Unassigned,0.6182454918,,,,,
8b034052b2c628f630204ef8c61129fd,Bacteria,Caldiserica,Caldisericia,Caldisericales,WCHB1-02,uncultured bacterium,uncultured bacterium
e0d9c21267fe2f951abcb626ead9c70d,Bacteria,Planctomycetes,SPG12-343-353-B69,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
5e8106b792601421fcb97c29574b8dda,Bacteria,Planctomycetes,Phycisphaerae,DG-20,uncultured bacterium,uncultured bacterium,uncultured bacterium
5de9676a94a161fe0ffdd42199dd64cd,Bacteria,Omnitrophicaeota,Omnitrophia,uncultured organism,uncultured organism,uncultured organism,uncultured organism
ae61f62b60f82c0136286b840f53c652,Unassigned,0.6558414373,,,,,
ad35451fa3a6bd66e5a359caabf45155,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured organism
bfa785ba67f4ee725b2bd659e5d59598,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,uncultured,uncultured bacterium
314a0b4cce8904b0c513f8d898ed740a,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,
0bfdafee7fd82ce02cdecdb46aebb62d,Bacteria,PAUC34f,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism
28f2ac79acec4b2c862b1a41242aea1f,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
a4c8865940cee9d142b95012576062d6,Bacteria,Acidobacteria,AT-s3-28,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
625de23a248bba0767a7880396a3f56b,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,uncultured,uncultured marine archaeon,uncultured marine archaeon
e2966b0ec9ecc425588ccd2091185acb,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SM23-30,uncultured bacterium,uncultured bacterium
41946dcf334a1fd821fbcfb8fba964d3,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
d24e68c0e5f36aa21ea32d8a22dd9d63,Archaea,Euryarchaeota,Thermoplasmata,uncultured,,,
5cfacab3436f5eb26b9823a215eabbf1,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Woesearchaeota archaeon CG1_02_57_44,Candidatus Woesearchaeota archaeon CG1_02_57_44,Candidatus Woesearchaeota archaeon CG1_02_57_44,Candidatus Woesearchaeota archaeon CG1_02_57_44
9bdfc6114aa036d70552c6341513834a,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium,uncultured bacterium
09e55588ec4ae2e7bc2c897887b6e6e2,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,
0b5eba67c6bcc9390ab09e5599fd2281,Bacteria,Latescibacteria,,,,,
6a204f7214a3dcd046eb17b6fdadd8ee,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,
5c612d0f7f454a6ae61aa8e7f1cee681,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
bfada8413b88d2213fc3385ad5ae7efc,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,uncultured bacterium
0ed630e2cb4f0c57cd0057404aede0fd,Archaea,Crenarchaeota,Bathyarchaeia,,,,
05f82683785339ec2a68fbc0f671c298,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured bacterium,uncultured bacterium
19544c765709f26a63942ec3534deef8,Bacteria,0.9960232421,,,,,
2480b27cb4622aed383f24b061a44db8,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,,
d4c607b5d9c8740fa065ae6fbe6bd6d5,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured,uncultured alpha proteobacterium
5be7d6f90dd8f4a8d113ca200c1cf4ed,Bacteria,Proteobacteria,,,,,
433b28b2094cc252a67b8de1ec73c7c8,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
15707928d6b6ca3541cdfc52bdfb5361,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
a0295f6c1767c3dae0b07ef73d4bc1ff,Bacteria,Acidobacteria,Subgroup 6,,,,
f6686b02e89ee6659806d014f1f17401,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,
7140114779227c4b0b610d47abf155c9,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured Spirochaetes bacterium
140c07482356536f70cd6a7f1836e13b,Bacteria,Planctomycetes,OM190,wastewater metagenome,wastewater metagenome,wastewater metagenome,wastewater metagenome
c56177ce5df775ebf71858024fa0b771,Bacteria,Proteobacteria,,,,,
e59503606a5d0dcbab38171eaa2d183f,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
